title,description,categoria,titulo_limpo,descricao_limpa,tokens_titulo,tokens_descricao,sentimento_titulo,sentimento_descricao
[Editado pelo Reclame Aqui] de cartão,"Fiz um reporte para a Nubank em relação a uma compra que foi feita no meu cartão de crédito que eu não reconheço, não fui eu ...",Cartão de Crédito,editado pelo reclame aqui de cartão,fiz um reporte para a nubank em relação a uma compra que foi feita no meu cartão de crédito que eu não reconheço não fui eu,"['edit', 'reclam', 'aqu', 'cart']","['fiz', 'report', 'nubank', 'relaç', 'compr', 'feit', 'cart', 'crédit', 'reconheç']",5,1
Antecipação do saque aniversário,"Fiz a antecipação do meu saque aniversário,que falou que cairia em 1 dia útil pra pagar uma conta!! O dinheiro não caiu...",Outros,antecipação do saque aniversário,fiz a antecipação do meu saque aniversárioque falou que cairia em dia útil pra pagar uma conta o dinheiro não caiu,"['antecip', 'saqu', 'aniversári']","['fiz', 'antecip', 'saqu', 'aniversárioqu', 'fal', 'cair', 'dia', 'útil', 'pra', 'pag', 'cont', 'dinh', 'caiu']",5,1
FUI SACAR O DINHEIRO DA MINHA CONTA E FUI COBRADA POR UMA TAXA .,Hoje ao sacar meu dinheiro num caixa eletrônico pra um assunto urgente e como meu cartão estava dando erro e precisei optar p...,Conta,fui sacar o dinheiro da minha conta e fui cobrada por uma taxa,hoje ao sacar meu dinheiro num caixa eletrônico pra um assunto urgente e como meu cartão estava dando erro e precisei optar p,"['sac', 'dinh', 'cont', 'cobr', 'tax']","['hoj', 'sac', 'dinh', 'caix', 'eletrôn', 'pra', 'assunt', 'urgent', 'cart', 'dand', 'err', 'precis', 'opt']",1,1
Falta de respeito,Venho me por desta informar que pelaSEGUNDA VEZ a Nubank debita dinheiro da minha conta como se fosse eu q tivesse feit...,Outros,falta de respeito,venho me por desta informar que pelasegunda vez a nubank debita dinheiro da minha conta como se fosse eu q tivesse feit,"['falt', 'respeit']","['venh', 'dest', 'inform', 'pelasegund', 'vez', 'nubank', 'debit', 'dinh', 'cont', 'feit']",1,1
Ta dificil de me entenderem,"Abri uma solicitação para me enviarem o extrato de investimento da minha conta PJ, que por algum motivo não possuem para extr...",Outros,ta dificil de me entenderem,abri uma solicitação para me enviarem o extrato de investimento da minha conta pj que por algum motivo não possuem para extr,"['dificil', 'entend']","['abr', 'solicit', 'envi', 'extrat', 'invest', 'cont', 'algum', 'motiv', 'possu', 'extr']",2,1
Me nega limite mais oferece empréstimo,"Venho aqui reclamar da falta de compromisso com o cliente por parte do Nubank, a anos sou cliente no meu histórico jamais atr...",Cartão de Crédito,me nega limite mais oferece empréstimo,venho aqui reclamar da falta de compromisso com o cliente por parte do nubank a anos sou cliente no meu histórico jamais atr,"['neg', 'limit', 'oferec', 'emprést']","['venh', 'aqu', 'reclam', 'falt', 'compromiss', 'client', 'part', 'nubank', 'ano', 'client', 'histór', 'jamal', 'atr']",3,1
Cancelaram o meu cartão sem motivos,Estou muito chateada com a nubank sempre pago certinho as faturas e muitas vezes adiantada e cancelaram o meu cartão de créd...,Cartão de Crédito,cancelaram o meu cartão sem motivos,estou muito chateada com a nubank sempre pago certinho as faturas e muitas vezes adiantada e cancelaram o meu cartão de créd,"['cancel', 'cart', 'motiv']","['chate', 'nubank', 'sempr', 'pag', 'cert', 'fatur', 'muit', 'vez', 'adiant', 'cancel', 'cart', 'créd']",1,1
Clonaram o meu cartão e fizeram um pix em um valor alto,"Ontem 25/02 recebi uma notificação que tinha feito um pix no cartão de credito, para uma pessoa que não conheço. Sendo que nã...",Cartão de Crédito,clonaram o meu cartão e fizeram um pix em um valor alto,ontem recebi uma notificação que tinha feito um pix no cartão de credito para uma pessoa que não conheço sendo que nã,"['clon', 'cart', 'fiz', 'pix', 'val', 'alt']","['ont', 'receb', 'notific', 'feit', 'pix', 'cart', 'credit', 'pesso', 'conheç', 'send']",1,1
Solicitei um empréstimo,Solucitei um empréstimo mandei o extrato da minha conta bancária e eles não aprovaram e ainda está disponível e não aprova qu...,Empréstimo,solicitei um empréstimo,solucitei um empréstimo mandei o extrato da minha conta bancária e eles não aprovaram e ainda está disponível e não aprova qu,"['solicit', 'emprést']","['solucit', 'emprést', 'mand', 'extrat', 'cont', 'bancár', 'aprov', 'aind', 'dispon', 'aprov']",4,1
ESTAVA COMPRANDO UM CARRO,O [Editado pelo Reclame Aqui] me aplicou um [Editado pelo Reclame Aqui] dizendo que era pra mim manda o dinheiro da gasolina ...,Outros,estava comprando um carro,o editado pelo reclame aqui me aplicou um editado pelo reclame aqui dizendo que era pra mim manda o dinheiro da gasolina,"['compr', 'carr']","['edit', 'reclam', 'aqu', 'aplic', 'edit', 'reclam', 'aqu', 'diz', 'pra', 'mim', 'mand', 'dinh', 'gasolin']",1,1
Recuperar conta,"Estou tentando recuperar a conta do meu namorado,pois ele está sem celular e não tem mais acesso ao número de telefone cadast...",Conta,recuperar conta,estou tentando recuperar a conta do meu namoradopois ele está sem celular e não tem mais acesso ao número de telefone cadast,"['recuper', 'cont']","['tent', 'recuper', 'cont', 'namoradopoil', 'celul', 'acess', 'númer', 'telefon', 'cadast']",1,1
Juros absurdos e falta de negociação,Tenho uma dívida atrasada não pude pagar antes pois está desempregado Agora que posso pagar a nubank me oferece uma pro...,Cartão de Crédito,juros absurdos e falta de negociação,tenho uma dívida atrasada não pude pagar antes pois está desempregado agora que posso pagar a nubank me oferece uma pro,"['jur', 'absurd', 'falt', 'negoci']","['dív', 'atras', 'pud', 'pag', 'ant', 'poi', 'desempreg', 'agor', 'poss', 'pag', 'nubank', 'oferec', 'pro']",1,1
Não estão passando informação corretas para o meu cadastro positivo,"ou cliente da Nubank há algum tempo e sempre fui um ótimo pagador, honrando todos os meus compromissos financeiros em dia. No...",Outros,não estão passando informação corretas para o meu cadastro positivo,ou cliente da nubank há algum tempo e sempre fui um ótimo pagador honrando todos os meus compromissos financeiros em dia no,"['pass', 'inform', 'corret', 'cadastr', 'posi']","['client', 'nubank', 'algum', 'temp', 'sempr', 'ótim', 'pag', 'honr', 'tod', 'compromiss', 'financ', 'dia']",1,5
"Cartão Virtual criado é só Débito, tendo aberto a conta com cartão de crédito aprovado.","Boa noite, basicamente o título. Acabei de criar uma conta na NuBank e liberaram R$ 600 de limite. Eu pensei em pagar algumas...",Cartão de Crédito,cartão virtual criado é só débito tendo aberto a conta com cartão de crédito aprovado,boa noite basicamente o título acabei de criar uma conta na nubank e liberaram r de limite eu pensei em pagar algumas,"['cart', 'virtual', 'cri', 'débit', 'tend', 'abert', 'cont', 'cart', 'crédit', 'aprov']","['boa', 'noit', 'basic', 'títul', 'acab', 'cri', 'cont', 'nubank', 'liber', 'limit', 'pens', 'pag', 'algum']",1,3
Solicitação de cancelamento e exclusão de dados não atendida,"bri uma conta no Nubank, fiquei apenas três dias e solicitei o cancelamento da conta, bem como a exclusão dos meus dados pess...",Outros,solicitação de cancelamento e exclusão de dados não atendida,bri uma conta no nubank fiquei apenas três dias e solicitei o cancelamento da conta bem como a exclusão dos meus dados pess,"['solicit', 'cancel', 'exclus', 'dad', 'atend']","['bri', 'cont', 'nubank', 'fiq', 'apen', 'trê', 'dia', 'solicit', 'cancel', 'cont', 'bem', 'exclus', 'dad', 'pes']",1,1
Relatório Banco Central,"Meu nome é Glaucia Aristides da Silva dos Anjos Estou com um prejuízo no Bacen de um acordo, acordo realizado e pago porém a ...",Outros,relatório banco central,meu nome é glaucia aristides da silva dos anjos estou com um prejuízo no bacen de um acordo acordo realizado e pago porém a,"['relatóri', 'banc', 'centr']","['nom', 'glauc', 'aristid', 'silv', 'anj', 'prejuíz', 'bacen', 'acord', 'acord', 'realiz', 'pag', 'porém']",4,1
Pagamento [Editado pelo Reclame Aqui]!,"Fui vitima de um [Editado pelo Reclame Aqui] de pagamentos de boletos da EQUATORIAL MA, me enviaram boletos falsos, tentei re...",Pagamentos,pagamento editado pelo reclame aqui,fui vitima de um editado pelo reclame aqui de pagamentos de boletos da equatorial ma me enviaram boletos falsos tentei re,"['pag', 'edit', 'reclam', 'aqu']","['vit', 'edit', 'reclam', 'aqu', 'pag', 'bolet', 'equator', 'envi', 'bolet', 'fals', 'tent']",1,1
NuPay não irá te ajudar caso ocorra problemas com a compra,"Recentemente fiz minha primeira compra pelo NuPay e infelizmente tive problema com o lojista (OLX), o mesmo não me ajudou a r...",Outros,nupay não irá te ajudar caso ocorra problemas com a compra,recentemente fiz minha primeira compra pelo nupay e infelizmente tive problema com o lojista olx o mesmo não me ajudou a r,"['nupay', 'irá', 'ajud', 'cas', 'ocorr', 'problem', 'compr']","['recent', 'fiz', 'prim', 'compr', 'nupay', 'infeliz', 'problem', 'lojist', 'olx', 'ajud']",1,1
Peço a retirada do meu CPF do registrato,"""Solicito a regularização do meu registro no Banco Central, em virtude de um acordo celebrado com o banco""",Outros,peço a retirada do meu cpf do registrato,solicito a regularização do meu registro no banco central em virtude de um acordo celebrado com o banco,"['peç', 'retir', 'cpf', 'registrat']","['solicit', 'regular', 'registr', 'banc', 'centr', 'virtud', 'acord', 'celebr', 'banc']",1,1
Cancelei o APP CANVA PRO e o NU BANK continua cobrando a mensalidade na fatura PEDIDO DE CONTESTAÇÃO 96964639,"No dia 14/11/2024, cancelei minha assinatura do CANVA PRO, que havia sido feita em 12x. Apesar da confirmação do cancelamento...",Cartão de Crédito,cancelei o app canva pro e o nu bank continua cobrando a mensalidade na fatura pedido de contestação,no dia cancelei minha assinatura do canva pro que havia sido feita em x apesar da confirmação do cancelamento,"['cancel', 'app', 'canv', 'pro', 'bank', 'continu', 'cobr', 'mensal', 'fatur', 'ped', 'contest']","['dia', 'cancel', 'assinat', 'canv', 'pro', 'hav', 'sid', 'feit', 'apes', 'confirm', 'cancel']",1,1
[Editado pelo Reclame Aqui] no cartão virtual NUBANK,"Em outubro de 2023 eu passei por um [Editado pelo Reclame Aqui], onde recebi uma mensagem via SMS e após isso entrei em conta...",Cartão de Crédito,editado pelo reclame aqui no cartão virtual nubank,em outubro de eu passei por um editado pelo reclame aqui onde recebi uma mensagem via sms e após isso entrei em conta,"['edit', 'reclam', 'aqu', 'cart', 'virtual', 'nubank']","['outubr', 'pass', 'edit', 'reclam', 'aqu', 'ond', 'receb', 'mens', 'via', 'sm', 'após', 'entr', 'cont']",5,1
fiz uma compra em um site fake e não estou recebendo assistência da nubank,"fiz uma compra em um site fake de langerie, fiz por pix na nubank, estou pedindo suporte no banco para solicitar meu estorno ...",Outros,fiz uma compra em um site fake e não estou recebendo assistência da nubank,fiz uma compra em um site fake de langerie fiz por pix na nubank estou pedindo suporte no banco para solicitar meu estorno,"['fiz', 'compr', 'sit', 'fak', 'receb', 'assist', 'nubank']","['fiz', 'compr', 'sit', 'fak', 'langeri', 'fiz', 'pix', 'nubank', 'ped', 'suport', 'banc', 'solic', 'estorn']",1,1
Nubank fez uso de dinheiro não autorizado em minha conta,"Usei um limite disponível para comprar um cartão da Playstation. Antes disso, meu pai colocou 120 reais no pix para que eu pu...",Conta,nubank fez uso de dinheiro não autorizado em minha conta,usei um limite disponível para comprar um cartão da playstation antes disso meu pai colocou reais no pix para que eu pu,"['nubank', 'fez', 'uso', 'dinh', 'autor', 'cont']","['use', 'limit', 'dispon', 'compr', 'cart', 'playstation', 'ant', 'diss', 'pai', 'coloc', 'real', 'pix']",1,1
NAO CONSIGO ACESSAR APLICATIVO PARA PAGAR FATURA,"Prezado atendimento, estou tentando pagar a fatura, ja enviei 6 emails e agora so existe resposta automtica. Eu NAO CON...",Cartão de Crédito,nao consigo acessar aplicativo para pagar fatura,prezado atendimento estou tentando pagar a fatura ja enviei emails e agora so existe resposta automtica eu nao con,"['nao', 'consig', 'acess', 'aplic', 'pag', 'fatur']","['prez', 'atend', 'tent', 'pag', 'fatur', 'envi', 'email', 'agor', 'exist', 'respost', 'autom', 'nao', 'con']",1,1
Cancelamento de produtos,Hoje a noite recebi a mensagem da Nubank que minha conta estava em análise por dados cadastrais e/ou [Editado pelo Reclame Aq...,Outros,cancelamento de produtos,hoje a noite recebi a mensagem da nubank que minha conta estava em análise por dados cadastrais eou editado pelo reclame aq,"['cancel', 'produt']","['hoj', 'noit', 'receb', 'mens', 'nubank', 'cont', 'anális', 'dad', 'cadastr', 'eou', 'edit', 'reclam']",1,1
Minha filha não consegue acessar a conta dela,Minha filha é vdd embora e ela n está conseguindo entrar na conta dela,Conta,minha filha não consegue acessar a conta dela,minha filha é vdd embora e ela n está conseguindo entrar na conta dela,"['filh', 'conseg', 'acess', 'cont']","['filh', 'vdd', 'emb', 'consegu', 'entr', 'cont']",1,3
"Cobrança indevida, falta de suporte da Kirvano e descaso do Nubank","Fui vítima de uma cobrança indevida no meu cartão de crédito, referente a um produto da Kirvano que não adquiri. Assim que pe...",Segurança,cobrança indevida falta de suporte da kirvano e descaso do nubank,fui vítima de uma cobrança indevida no meu cartão de crédito referente a um produto da kirvano que não adquiri assim que pe,"['cobranç', 'indev', 'falt', 'suport', 'kirv', 'descas', 'nubank']","['vítim', 'cobranç', 'indev', 'cart', 'crédit', 'refer', 'produt', 'kirv', 'adquir', 'assim']",1,1
Almento de limite,Queria um almento no meu limite mais de anos esperando um limite .,Cartão de Crédito,almento de limite,queria um almento no meu limite mais de anos esperando um limite,"['alment', 'limit']","['quer', 'alment', 'limit', 'ano', 'esper', 'limit']",3,2
Falta de Acessibilidade e comunicação: Reativacao Credito,Sou usuaria do Nubank desde 2017. Sou uma pessoa surda e sempre estou movimentando minha conta financeira. Se analisarem meu ...,Cartão de Crédito,falta de acessibilidade e comunicação reativacao credito,sou usuaria do nubank desde sou uma pessoa surda e sempre estou movimentando minha conta financeira se analisarem meu,"['falt', 'acessibil', 'comunic', 'reativaca', 'credit']","['usu', 'nubank', 'desd', 'pesso', 'surd', 'sempr', 'moviment', 'cont', 'financ', 'analis']",1,5
Cobrança indevida sem comprovante,O aplicativo simplesmente desconta toda mesmo uma compra minha tanto no débito quanto no crédito e eu já tentei de todas as f...,Segurança,cobrança indevida sem comprovante,o aplicativo simplesmente desconta toda mesmo uma compra minha tanto no débito quanto no crédito e eu já tentei de todas as f,"['cobranç', 'indev', 'comprov']","['aplic', 'simples', 'descont', 'tod', 'compr', 'tant', 'débit', 'quant', 'crédit', 'tent', 'tod']",1,1
Reembolso do saldo da minha conta,Minha conta foi bloqueada e ficou Saldo na conta ainda e eles estão me enrolando faz dias já que vai mandar pra outra conta e...,Conta,reembolso do saldo da minha conta,minha conta foi bloqueada e ficou saldo na conta ainda e eles estão me enrolando faz dias já que vai mandar pra outra conta e,"['reembols', 'sald', 'cont']","['cont', 'bloque', 'fic', 'sald', 'cont', 'aind', 'enrol', 'faz', 'dia', 'vai', 'mand', 'pra', 'outr', 'cont']",5,1
"Cartão de Crédito pago, porém bloqueado","Fiz o pagamento da minha divida em meses, e não tive o retorno da opção crédito, mesmo fazendo transferências com o banco.",Cartão de Crédito,cartão de crédito pago porém bloqueado,fiz o pagamento da minha divida em meses e não tive o retorno da opção crédito mesmo fazendo transferências com o banco,"['cart', 'crédit', 'pag', 'porém', 'bloque']","['fiz', 'pag', 'div', 'mes', 'retorn', 'opç', 'crédit', 'faz', 'transfer', 'banc']",1,1
Uber empresa,Fiz uma viagem com a Uber . Domingo dia 09/02 com o motorista Osvaldo .Do shopping Moxuara ao CTF .A viagem ficou por dezesse...,Outros,uber empresa,fiz uma viagem com a uber domingo dia com o motorista osvaldo do shopping moxuara ao ctf a viagem ficou por dezesse,"['ub', 'empr']","['fiz', 'viag', 'ub', 'doming', 'dia', 'motor', 'osvald', 'shopping', 'moxu', 'ctf', 'viag', 'fic', 'dez']",5,1
Pouco limite,"Tem mais de anos e anos que tenho a conta da Nubank usando apenas essa conta para todos os tipos de pagamentos, sempre a anál...",Cartão de Crédito,pouco limite,tem mais de anos e anos que tenho a conta da nubank usando apenas essa conta para todos os tipos de pagamentos sempre a anál,"['pouc', 'limit']","['ano', 'ano', 'cont', 'nubank', 'us', 'apen', 'cont', 'tod', 'tip', 'pag', 'sempr', 'anál']",2,5
Tentativa de renegociação,"Tenho uma dívida atualmente de 2165,90 de duas faturas atrasadas. Por imprevistos financeiros não consegui adimplir, mas gost...",Outros,tentativa de renegociação,tenho uma dívida atualmente de de duas faturas atrasadas por imprevistos financeiros não consegui adimplir mas gost,"['tent', 'renegoci']","['dív', 'atual', 'dua', 'fatur', 'atras', 'imprevist', 'financ', 'consegu', 'adimpl', 'gost']",1,2
Cancelamento,Sempre mantive minhas contas pagas em dia e tive um imprevisto de saúde que resultou em um atraso pontual no pagamento do meu...,Outros,cancelamento,sempre mantive minhas contas pagas em dia e tive um imprevisto de saúde que resultou em um atraso pontual no pagamento do meu,['cancel'],"['sempr', 'mantiv', 'cont', 'pag', 'dia', 'imprevist', 'saúd', 'result', 'atras', 'pontual', 'pag']",1,5
Reativação do cartão bloqueado,"Eu tinha meu cartão do Nubank de 4 mil e pouco, perdi meu cartão, fiz boletim de ocorrência e com esse problema tive um atras...",Cartão de Crédito,reativação do cartão bloqueado,eu tinha meu cartão do nubank de mil e pouco perdi meu cartão fiz boletim de ocorrência e com esse problema tive um atras,"['reativ', 'cart', 'bloque']","['cart', 'nubank', 'mil', 'pouc', 'perd', 'cart', 'fiz', 'boletim', 'ocorr', 'problem', 'atr']",1,1
Não consigo utilizar o nubank,Tenho conta no nubank e não consigo pagar minha fatura do cartão de crédito e não consigo utilizar o saldo que tem na minha c...,Outros,não consigo utilizar o nubank,tenho conta no nubank e não consigo pagar minha fatura do cartão de crédito e não consigo utilizar o saldo que tem na minha c,"['consig', 'utiliz', 'nubank']","['cont', 'nubank', 'consig', 'pag', 'fatur', 'cart', 'crédit', 'consig', 'utiliz', 'sald']",1,1
Falta de retorno sobre contestação de Pix Parcelado não autorizado,Venho por meio desta solicitar um posicionamento urgente em relação à contestação de um Pix Parcelado não autorizado realizad...,Empréstimo,falta de retorno sobre contestação de pix parcelado não autorizado,venho por meio desta solicitar um posicionamento urgente em relação à contestação de um pix parcelado não autorizado realizad,"['falt', 'retorn', 'sobr', 'contest', 'pix', 'parcel', 'autor']","['venh', 'mei', 'dest', 'solic', 'posicion', 'urgent', 'relaç', 'contest', 'pix', 'parcel', 'autor', 'realizad']",1,1
Não tenho limite,"Venho aqui deixar minha reclamação pois tem mais de 1 ano que tenho o cartão de crédito, e até hoje vocês só tiveram a corage...",Cartão de Crédito,não tenho limite,venho aqui deixar minha reclamação pois tem mais de ano que tenho o cartão de crédito e até hoje vocês só tiveram a corage,['limit'],"['venh', 'aqu', 'deix', 'reclam', 'poi', 'ano', 'cart', 'crédit', 'hoj', 'corag']",1,1
Compra online não identificada,Cancelamento de compra online não identificada feita com cartão virtual no site sephora dotcom no mês de Janeiro. Eu Mateus A...,Outros,compra online não identificada,cancelamento de compra online não identificada feita com cartão virtual no site sephora dotcom no mês de janeiro eu mateus a,"['compr', 'onlin', 'identific']","['cancel', 'compr', 'onlin', 'identific', 'feit', 'cart', 'virtual', 'sit', 'seph', 'dotcom', 'mê', 'jan', 'mat']",1,1
Emprestimo,"Fiz um empréstimo com garantia só que agora eu tenho 1400,00 reais e meu empréstimo e de 1100,00 e está tudo bloqueado um abs...",Empréstimo,emprestimo,fiz um empréstimo com garantia só que agora eu tenho reais e meu empréstimo e de e está tudo bloqueado um abs,['emprest'],"['fiz', 'emprést', 'garant', 'agor', 'real', 'emprést', 'tud', 'bloque', 'ab']",4,1
Cliente fraudador de IPVA,"FRAUDADORES CLIENTES DO NUBANK NOME : 59 526 649 LtdCNPJ 59 526 649/0001-93VALOR R$ 480,91...",Outros,cliente fraudador de ipva,fraudadores clientes do nubank nome ltdcnpj valor r,"['client', 'fraud', 'ipv']","['fraud', 'client', 'nubank', 'nom', 'ltdcnpj', 'val']",1,1
